participant_id,displayCondition,socialCondition,dimensionOrder,displayOrder,experiment_phase,response,rankOrder,orderedRanks
200,separated,operator,"Craft,Speed,Direction,Role,Status","3,1,4,0,2",verbal_report_textbox_phase2,I thought most lines shuld be to the bottom to be friendly,"Craft,Status,Role,Direction,Speed","1,2,3,4,5"
200,separated,operator,"Craft,Speed,Direction,Role,Status","3,1,4,0,2",verbal_report_textbox_phase3,No idea. Just intulition,"Status,Role,Direction,Craft,Speed","1,2,3,4,5"
201,separated,operator,"Speed,Craft,Role,Direction,Status","3,0,2,1,4",verbal_report_textbox_phase2,I tried to understand if there were more points in agreement or not. From this I tried to understand if the boat was in a position to navigate or not.,"Status,Speed,Direction,Role,Craft","1,2,2,3,4"
201,separated,operator,"Speed,Craft,Role,Direction,Status","3,0,2,1,4",verbal_report_textbox_phase3,I tried to understand if there were more points in agreement or not. From this I tried to understand if the boat was in a position to navigate or not.,"Status,Speed,Direction,Craft,Role","1,2,2,3,4"
202,separated,superior,"Direction,Status,Craft,Speed,Role","0,4,3,2,1",verbal_report_textbox_phase2,i decided principally on if damaged or not,"Status,Craft,Direction,Role,Speed","1,2,3,4,5"
202,separated,superior,"Direction,Status,Craft,Speed,Role","0,4,3,2,1",verbal_report_textbox_phase3,principally on if it is airplane or submarine,"Craft,Role,Direction,Speed,Status","1,2,3,4,5"
203,separated,superior,"Role,Status,Craft,Speed,Direction","1,0,3,4,2",verbal_report_textbox_phase2,"I decided based on their speed and whether or not they were damaged, mainly. I assumed decoys were most likely to be hostile too. Sometimes I just guessed because I began overthinking. Directionality of the attack didn't really matter to me, I couldn't think of a way it'd be relevant to decide whether or not a vehicle was hostile or not.","Status,Speed,Role,Craft,Direction","1,2,3,4,5"
203,separated,superior,"Role,Status,Craft,Speed,Direction","1,0,3,4,2",verbal_report_textbox_phase3,"Mostly based it on speed (fast being hostile, slow being non hostile) then whether or not it was a decoy or autonomous. Since no info on damage was shown, it was a bit more difficult. Directionality still didn't make an impact on my decisions. ","Speed,Status,Role,Craft,Direction","1,2,3,4,5"
204,separated,superior,"Role,Speed,Direction,Status,Craft","0,1,4,2,3",verbal_report_textbox_phase2,"I really did it by intuition, I first observed de direction, then if it was autonomous and then the damage.","Direction,Role,Speed,Status,Craft","1,2,3,4,5"
204,separated,superior,"Role,Speed,Direction,Status,Craft","0,1,4,2,3",verbal_report_textbox_phase3,"I tried to look at both status and damage, also speed was helpful","Role,Status,Speed,Craft,Direction","1,1,2,3,5"
205,separated,superior,"Direction,Status,Role,Craft,Speed","1,3,0,4,2",verbal_report_textbox_phase2,"Most of the decisions were about how craft is coming. If it was damaged and fast, I thought it's friendly wanting to survive, and if it was damaged but slow I looked like it didn't want to be suspicious to me.","Role,Direction,Status,Speed","1,2,5,5"
205,separated,superior,"Direction,Status,Role,Craft,Speed","1,3,0,4,2",verbal_report_textbox_phase3,"After not being able to judge how craft want to behave, I decided only damaged crafts are friendly because enemy had advantage","Craft,Role,Speed,Direction,Status","1,1,1,1,5"
206,separated,superior,"Direction,Role,Speed,Status,Craft","0,4,1,3,2",verbal_report_textbox_phase2,"I was trying to analyze all icons, if its submarine its better to be slow, and can be a bit damaged i think, the direction was really confusing for me, because i didnt know which is good or bad, also i would rather choose slow when its damaged but i noticed if its slow damaged its sometimes can be good if its automatized, so mostly i was choosing with my intuition instead of schema\n","Direction,Craft,Speed,Role,Status","1,2,3,4,5"
206,separated,superior,"Direction,Role,Speed,Status,Craft","0,4,1,3,2",verbal_report_textbox_phase3,"Lookig if its automated or decoy, decoy airplane automatized was probably hostile, fast airplane undamaged was good, slow submarine decoy was also good, but slow submarine probably hostile, just intuition","Direction,Status,Craft,Speed,Role","1,2,3,4,5"
207,separated,superior,"Direction,Speed,Role,Status,Craft","2,1,0,4,3",verbal_report_textbox_phase2,In the first stage the feedback I got indicated that the damaged crafts were not generally hostile. This was  especially true if the craft was a decoy. I did not have enough confidence in the other factors though I think the slower speed indicated that the craft was friendly.,"Status,Role,Direction,Speed,Craft","1,2,3,4,5"
207,separated,superior,"Direction,Speed,Role,Status,Craft","2,1,0,4,3",verbal_report_textbox_phase3,I used the same criterion as from the feedback in the initial phase I determined that the damaged / undamaged and autonomous / decoy were the biggest influencers in determining whether a craft was hostile or not. I did not think that direction was a big enough influence and hence did not need to change my plan.,"Status,Role,Speed,Direction,Craft","1,2,3,4,5"
208,integrated,superior,"Direction,Craft,Status,Speed,Role","4,2,1,0,3",verbal_report_textbox_phase2,"If the craft was autonumous it would most likely be hostile, if it was decoy and undamaged it would probably be hostyle too, the role was only usefull when considering speed, if it was an airplane going fast or an submarine going slow it would probably be hostile because of the way those two tend to attack, the direction didn't matter much.","Role,Status,Craft,Speed,Direction","1,2,3,4,5"
208,integrated,superior,"Direction,Craft,Status,Speed,Role","4,2,1,0,3",verbal_report_textbox_phase3,"If the craft was autonumous, undamaged, airplane and fast it would most likely be hostile\n\nIf the craft was autonumous, undamaged, airplane and slow it would most likely be friendly\n\nIf the craft was autonumous, undamaged, submarine and fast it would most likely be friendly\n\nIf the craft was autonumous, undamaged, submarine and slow it would most likely be hostile\n","Role,Status,Craft,Speed,Direction","1,2,3,4,5"
209,integrated,superior,"Status,Speed,Role,Craft,Direction","3,0,1,4,2",verbal_report_textbox_phase2,"I really struggled.  At first I took the time to work them out based on previous rights / wrongs.  For example as decoy planes undamaged going 20 in both directions were hostile, I established the damaged right and left going 60 could be friendly","Role,Direction,Status,Craft,Speed","1,2,3,4,5"
209,integrated,superior,"Status,Speed,Role,Craft,Direction","3,0,1,4,2",verbal_report_textbox_phase3,"I very much struggled in this task.   In the firs two I was using memory and repetition to link the similarities together, however that caused for stress to build up and I found myself forgetting my key during this task and leading to some guess work ","Role,Status,Direction,Speed,Craft","1,2,3,4,5"
210,integrated,superior,"Role,Status,Speed,Craft,Direction","4,2,1,0,3",verbal_report_textbox_phase2,To me it seemed that the most airplanes were hostile as if most submarines were friendly,"Role,Status,Speed,Direction,Craft","1,1,1,1,5"
210,integrated,superior,"Role,Status,Speed,Craft,Direction","4,2,1,0,3",verbal_report_textbox_phase3,Same as the previous section\nThe submarines were more friendly and the airplanes were more hostile,"Role,Status,Direction,Craft","1,1,1,5"
211,integrated,operator,"Role,Craft,Speed,Direction,Status","1,3,2,0,4",verbal_report_textbox_phase2,I chose based on the feelings that aroused in me the 5 images. The airplane was the bigger image so the most important for me. ,"Craft,Status,Role,Speed,Direction","1,2,3,4,5"
211,integrated,operator,"Role,Craft,Speed,Direction,Status","1,3,2,0,4",verbal_report_textbox_phase3,I chose based on the feelings that aroused in me the 5 images. The airplane was the bigger image and the most important for me.,"Craft,Status,Direction,Role,Speed","1,2,3,4,5"
212,integrated,operator,"Status,Speed,Direction,Craft,Role","3,4,1,0,2",verbal_report_textbox_phase2,At first the most important factor I discovered was that the speed of the craft was the most important factor in its danger. The slower the craft was moving the more dangerous it was whereas fast moving crafts were moving too fast in order for me to deem them to be a danger to my ship. This was still the case whether they were decoys or autonomous. Slower moving vehicles also tended to go left more. Slower moving airplanes were always hostile. Whereas the majority of slow moving submarines were hostile. The damage of the crafts did not tend to make any sort of difference to their friendliness or hostility. ,"Speed,Craft,Direction,Status,Role","1,2,3,4,5"
212,integrated,operator,"Status,Speed,Direction,Craft,Role","3,4,1,0,2",verbal_report_textbox_phase3,The best indicator as to identifying whether a craft is friendly or hostile is the speed of the vehicle. So when the machine was faulty I had no confidence in the decisions that I was making and instead focused more on the direction the craft was going and whether it was autonomous or a decoy. If all the equipment was working well it is easy to identify the friendly crafts and the hostile ones but when the speed of the craft is not visible it's based on feelings. As when I was first judging the whether the crafts were friendly or hostile I got all my feedback from the speed they were travelling as I got that correct every time regardless of the other varied elements whereas with this one. I was so much more uncertain. ,"Speed,Direction,Craft,Status,Role","1,2,3,4,5"
